"gene_name","logFC","logCPM","F","PValue","FDR"
"PTGES",-1.06440904870641,2.93770503581596,264.946656678678,1.52359576143469e-15,4.59661952343803e-14
"FILIP1L",-1.113355703396,2.85602603993364,264.342970363863,1.56721737570773e-15,4.70827417237267e-14
"ABCA5",-1.2589846940366,3.15598579775028,263.553419925781,1.62624399132909e-15,4.85366845090655e-14
"CNTFR",-1.22029363444122,3.13440488609649,260.028109914432,1.92071485841605e-15,5.59513856403838e-14
"NKX6-1",-2.30150173443145,0.759113333897708,260.043478614305,1.93906026551369e-15,5.64002119955551e-14
"OTX1",-4.95086416810874,-0.690976805251819,196.043556331693,1.95830637748201e-15,5.67879267802451e-14
"NPIPA7",1.3073780903949,3.10452850843606,259.497562382189,1.96974144663806e-15,5.70333733802578e-14
"SLIT3",-1.33371355575614,2.79964569953418,259.106935449481,2.00686652314069e-15,5.80208081998973e-14
"SFTA3",1.84194296150409,1.55336523779243,258.950136434507,2.02468487173036e-15,5.84479330565531e-14
"PMP22",-1.17630442027665,3.15036152463399,257.383058442513,2.17908314779928e-15,6.24913829025385e-14
"TENT5C",-2.17127163671272,1.23473899873502,257.1843891822,2.2081183323639e-15,6.31732453448433e-14
"IRX5",-1.68734501545332,1.52434897526183,256.722317125529,2.25201676590712e-15,6.42376907208305e-14
"SLC18A3",-4.53803311188404,-1.08054755210219,193.388230736981,2.37896151461194e-15,6.73582952743442e-14
"PCDHA10",-1.10236666231904,2.44036599556284,254.279276171549,2.53105140026552e-15,7.11399615386488e-14
"DCN",-3.02332708679237,0.238395578183611,253.734190123994,2.84695153442162e-15,7.89782205293233e-14
"PLVAP",-2.51671432053506,0.91162520607621,248.07605609071,3.46606274105124e-15,9.5318914037989e-14
"LRRC37A4P",1.00285561772674,3.94017742361963,243.344736754522,4.34509450844959e-15,1.18148412576072e-13
"TXNRD2",1.01427054684382,2.80465944768559,243.026230062883,4.4160067775888e-15,1.19906763945364e-13
"FREM1",-1.22789193257864,2.41972359320345,242.8821345434,4.44849464276961e-15,1.20618293301198e-13
"SYTL5",2.10604961424136,1.2108630765396,242.81909858188,4.47814757143412e-15,1.21080280181438e-13
"FGF10",1.17874112226371,2.59555938095397,241.263635081588,4.82867104418013e-15,1.29103061330259e-13
"TCEAL5",-4.71524281503001,-0.107911950617099,218.034723684557,5.03431619476736e-15,1.34041287088695e-13
"CAVIN2",-1.0242973792488,2.97856207233335,239.165679058755,5.37403420376015e-15,1.42297013254598e-13
"SOX21-AS1",-1.0580492639685,2.89185751089595,238.487841452905,5.56405824396063e-15,1.47125655797951e-13
"TBX1",4.22548163159145,-0.507727238675038,217.404684650353,5.66904952048448e-15,1.49551317198254e-13
"TTC23L",1.51619975837527,1.95074941974246,238.127128107573,5.67137359589148e-15,1.49551317198254e-13
"FZD10-AS1",-5.49617802492734,-0.868776797106129,163.444914520434,5.89775768827666e-15,1.5488270087804e-13
"ITGA4",-2.0626538933733,1.09085900209096,235.110132379365,6.65164342248982e-15,1.72789714183406e-13
"RASGRP1",1.30818800413659,2.36870176008324,230.527594766854,8.42832902225623e-15,2.154442506528e-13
"KCNK5",-1.88289824187274,1.24036180810691,230.388817831833,8.50952082546986e-15,2.16941927339369e-13
"ANPEP",-4.6362464733527,-0.937267165117312,177.397566129387,9.19540477871284e-15,2.33497599916601e-13
"LINC01090",3.03319920854687,0.175827766072877,229.895054493346,9.59402407201836e-15,2.42615747752186e-13
"DKK1",-3.43128087830756,-0.213104358509895,227.888922815026,1.04742687189702e-14,2.60797064329535e-13
"SERPINB9",-1.033022323075,3.02602343009176,225.741209045298,1.08846612313546e-14,2.7066430266621e-13
"PLEKHD1",-1.77487714096076,2.01813080337155,225.3459202263,1.11260704604708e-14,2.75596354360849e-13
"CLSTN2",1.0703758087187,2.59456913244573,221.862271732199,1.34416676098385e-14,3.28294774944108e-13
"CFH",-4.391391550003,-0.718862410966904,189.61782913874,1.41325051682773e-14,3.44291499638856e-13
"KBTBD11",-1.00337147154634,3.12221843823784,220.196921912741,1.47296645611532e-14,3.57478344602349e-13
"CTSF",-7.67252989560033,-0.703469751350406,245.632558495092,1.48269600991335e-14,3.59385294221042e-13
"ZNF418",1.25488318176024,2.42843059795125,215.602226215216,1.90276943946562e-14,4.55454674930444e-13
"B3GALT2",-2.83779514501135,0.79487426656449,214.593265184011,2.05457807555719e-14,4.88140288570191e-13
"MKX",-5.23448529815856,-1.27545224642599,149.677259288742,2.20637548913474e-14,5.22266217816519e-13
"CRISPLD2",-2.90545635952362,-0.0428390793781827,214.593443146932,2.2354577507864e-14,5.28387236844049e-13
"KLF9",-1.49419948850907,1.76531950881454,212.289337036588,2.29647454708362e-14,5.40925421844961e-13
"GOLGA6L4",1.82546579826027,1.43684560287816,210.149307237153,2.59823535130298e-14,6.05432199377592e-13
"TM4SF1",-1.78607843683321,1.22141770808716,209.784208177099,2.65474183523719e-14,6.16240374982446e-13
"LINC02567",1.61121515238134,1.98835762266202,209.213362792768,2.73956347234713e-14,6.33631325043951e-13
"POU3F1",-2.92136514657801,0.0648882187862917,209.757258217905,2.91027877336236e-14,6.7031040034518e-13
"TMEM144",1.24565483525232,2.37784928432171,205.921822819538,3.31619785953316e-14,7.52494684508962e-13
"VCAM1",-4.73284545226673,-0.642654000385339,166.474854997749,4.01093676994486e-14,9.0267237013636e-13
"PLEKHA4",-1.06175824380905,3.14180392203943,201.77785691907,4.23601746525412e-14,9.46668536443344e-13
"SRPX2",1.53080323486541,1.64316228764304,201.476401474917,4.3161573288318e-14,9.61221255702832e-13
"ZP4",1.55307206003281,1.52088405465763,201.069675944562,4.42316317762255e-14,9.8277156852801e-13
"DIAPH2-AS1",1.97629463174307,0.417434461465258,200.27008803362,4.68599699315218e-14,1.03756729270522e-12
"RAI2",-1.5464564007016,1.71802669969983,199.778313954718,4.77821386291489e-14,1.05555088062574e-12
"EPOP",-1.18438379414642,1.98610594268443,198.699018218921,5.09805652584072e-14,1.11976420053277e-12
"UBE2Q2P2",1.22611425988251,2.05149593210899,197.906078596438,5.3486340284337e-14,1.16945019867701e-12
"WNT1",-2.7890677703676,-0.266705625672667,197.265244475081,6.21032586508683e-14,1.34559396875928e-12
"G0S2",-2.44926239363766,0.508335107331167,195.294291303548,6.38127623267931e-14,1.37951981800388e-12
"SPMIP5",1.4353139567924,1.62224238929041,193.854034402844,6.85719099713829e-14,1.47410409375211e-12
"ANKS3",1.19480101874002,2.4857157300136,193.490759488118,7.00869329681495e-14,1.50330598010007e-12
"F2RL1",1.0139414836735,2.38922855099496,193.026379165936,7.21328272159293e-14,1.54546192417879e-12
"TMEM158",1.01669574335141,3.41890934513047,191.800905384076,7.78375555130619e-14,1.66027505909361e-12
"TSPYL5",-10.1034979968979,-0.932479386372028,265.529798925774,7.86791639880113e-14,1.67450544465394e-12
"LINC01347",1.67119303727473,1.02643143744447,190.584516576386,8.41922744924154e-14,1.78075150522372e-12
"TSSC2",1.92835207720016,0.603396339472004,190.181956679544,8.67506142230226e-14,1.83206990235354e-12
"FGF17",-7.4923650464599,-0.877829735906871,209.844209713982,9.00211384094248e-14,1.89488573908523e-12
"SLC17A8",-6.27273362193668,-1.19717220159121,164.231690172468,9.64686650801489e-14,2.02394422245204e-12
"COLEC12",-1.52282045399243,2.0183677401745,186.264774577873,1.10482522552798e-13,2.28302797141664e-12
"MIR924HG",-5.56933607081078,-0.957575838671834,132.059966438309,1.34097457846093e-13,2.72409407224491e-12
"CRYZL2P",1.1856433572236,2.54796236055925,181.921971697888,1.46246070365327e-13,2.94903971933107e-12
"PCDH11Y",-1.34056771556369,1.37504881068873,181.380725006162,1.51640506647082e-13,3.05140755356817e-12
"GOLGA2P10",1.10638221575943,3.1056416243161,181.169919857814,1.53613499024187e-13,3.08141937384254e-12
"COL9A3",-2.11588556399134,0.971463949993656,180.997186934399,1.56052368505794e-13,3.12707444489116e-12
"PPP1R3B-DT",2.50806913767776,0.304618721991558,181.220274327787,1.57698934747631e-13,3.15677419223178e-12
"TNNT1",-1.02707846777093,3.0637239949277,180.596840081008,1.59508995261176e-13,3.18968143961332e-12
"ULK4P2",1.13677030379553,2.18489923428406,179.570118393214,1.70700792867143e-13,3.40284851575342e-12
"GOLGA6L5P",1.85712179892171,0.911895000826678,179.431069219725,1.72869428261748e-13,3.44250457919168e-12
"GBP1",-2.4653179552519,0.650958115000437,178.500978619112,1.85552539599965e-13,3.67980589121956e-12
"NPIPA5",1.20988054717714,2.41376151742048,177.775116134534,1.92288400896651e-13,3.80801253445617e-12
"CFC1",2.49118027478165,0.327527551063863,178.169209619668,1.92414031276891e-13,3.80801253445617e-12
"SLC27A3",-1.36823609250842,2.09864430733356,176.937726831089,2.03401596647228e-13,4.00893270106451e-12
"LINC01139",-1.11806703911128,2.68878805790941,176.403913639757,2.10749411473778e-13,4.13676528840707e-12
"APCDD1",-1.11695710046113,2.21062295501706,175.842637037132,2.18868031314995e-13,4.28298633756774e-12
"OLFML1",-2.66100493246302,0.448085163477454,174.701637230699,2.4276134118054e-13,4.72167119214066e-12
"LRRC7",-1.34315778786297,1.94866884318169,173.045344812384,2.64625969335429e-13,5.11068886653142e-12
"CBLN2",-2.1624588429305,0.744020540107033,172.643626514122,2.73735966274044e-13,5.27072150909009e-12
"OPRK1",-3.00855165059449,0.103197310264395,173.737594998188,2.75013956973947e-13,5.29002297798482e-12
"NFE2L3",-1.11696465411474,2.44418278649386,171.403754351658,2.96042041756301e-13,5.68311907559572e-12
"PAX6",-1.64715140454269,1.20946310493498,171.356023593917,2.97445164991342e-13,5.69865751730419e-12
"RCSD1",-3.58347495511265,-0.446372786181365,169.559151750732,2.99131476609009e-13,5.72525120285459e-12
"GTF2IP13",1.56872476933088,1.35624685772228,167.873940362838,3.78665007132529e-13,7.11916652191997e-12
"LYVE1",-1.82026636442843,0.743102324085842,167.604192269708,3.87133461397619e-13,7.24347081720283e-12
"CACNA1A",-1.86486992778398,0.675348207564586,167.146698013454,4.0008486109158e-13,7.46397383709919e-12
"FOXB1",-4.25130306498798,-1.95141368626347,122.27825424927,4.08940221720424e-13,7.60700139182847e-12
"SMOC2",-3.73880779386468,-0.904806425799038,155.220599049127,4.29914037503971e-13,7.96627391695341e-12
"WHAMMP1",1.34197374319909,1.78185891381807,166.036977317289,4.30657701809482e-13,7.97235863224361e-12
"NTN1",1.23818714369265,1.8445387857741,164.505511880753,4.8011306300975e-13,8.81983777090734e-12
"CFC1B",2.49769898981571,0.163358631899898,164.965337956096,4.81703070252904e-13,8.84058684478489e-12
"IRX3",-2.30657253168739,0.099517857329036,164.189450292562,5.05303604833094e-13,9.24713499391592e-12
"NCKAP5",-1.55338519841292,1.80457351119728,163.778244109621,5.05781723374054e-13,9.24713499391592e-12
"RAMP1",1.61084928781271,0.955047070970132,163.222117793468,5.27274500078795e-13,9.59439675641007e-12
"EBF3",-2.94905899552034,0.0940414399090098,163.175357721531,5.70292808687313e-13,1.03379707727765e-11
"PTPN5",-1.36827330953689,1.81248416204257,161.671586998981,5.8855382469443e-13,1.0658931860999e-11
"SPHK1",-1.35070326531794,1.47538725782279,160.012102948508,6.64203154381698e-13,1.19500543155253e-11
"SYT13",-1.5362155233314,1.37679069654616,159.262920930685,7.0182996378367e-13,1.25564117565285e-11
"TLL1",-1.28777900943415,1.8633565420837,158.463928909055,7.43824484986949e-13,1.32829754774832e-11
"LINC00491",1.67023938416279,1.21973351965687,157.153813752124,8.20379986450591e-13,1.44883482979687e-11
"ZNF385D",-1.09095165080365,2.14111635712362,155.420553230071,9.32216121234183e-13,1.62984998901026e-11
"GNRH1",2.69353219182788,0.183157445268793,155.437073453719,9.75108467492322e-13,1.69865310802632e-11
"ADAMTS5",1.0113118062688,2.63243943898493,154.731906690077,9.81554324346783e-13,1.7067842721454e-11
"FGF12",-1.26419929981102,1.8257989876733,154.599026396221,9.91746181728047e-13,1.7229458326365e-11
"EDARADD",-1.51271165866648,0.955212474123798,153.857642791544,1.05033316086969e-12,1.81487359938932e-11
"COL14A1",-2.11514607515771,0.969622399451329,152.005047382915,1.21149666232047e-12,2.07282543908789e-11
"COL16A1",-2.00437092780037,0.64170460236395,151.54307314784,1.25759796097383e-12,2.14596516060574e-11
"MTTP",-2.23396519567893,0.611354180625697,151.278871596565,1.28688883858692e-12,2.19399689470276e-11
"EGF",1.17594330126458,1.97239942796353,150.890620065795,1.314509156236e-12,2.23711279009418e-11
"CD99P1",1.17631726663738,1.84037617066121,148.269557402741,1.61014712611475e-12,2.69720718848385e-11
"ULK4P3",1.0109395287958,1.926532871579,147.95320140044,1.65022221814088e-12,2.75712061981292e-11
"THRB",-1.45348982114693,0.937981222232276,146.84327424521,1.80291362939017e-12,2.99140302017313e-11
"SLC13A3",1.23599453955286,1.82369436327592,145.960222572028,1.93009583465084e-12,3.18864455574804e-11
"KCTD16",1.11990252296298,2.8253507620022,145.842835666483,1.94742088639939e-12,3.2122761031083e-11
"PRODH",1.87699862824824,0.307675128079709,145.844433334493,1.96526981038875e-12,3.23839352360797e-11
"PMS2P3",1.10828182594429,2.02483080638983,143.484389883554,2.35012923913243e-12,3.80399924145239e-11
"LINC00649",1.00557141607575,2.52633656800238,142.658088944151,2.51101656328028e-12,4.04056873137398e-11
"CDH1",-2.98395845248134,-0.0262438462408987,142.585548901039,2.74900621987804e-12,4.39040535798658e-11
"EPHA6",-1.71332656695492,1.32148040841605,140.628506926452,2.96331012328915e-12,4.70916096330975e-11
"LRRN4CL",-3.00903895763242,-0.266009411232904,137.675488073445,4.14020487748955e-12,6.37877311662656e-11
"TBX2-AS1",-3.8585154111908,-1.34717602110736,118.103116012083,4.33720458599414e-12,6.6502648911605e-11
"PCDHB11",-1.03533331423057,2.60961316887098,135.918636676222,4.36961803877172e-12,6.69461751718282e-11
"LRRC32",-1.75057576997088,0.1852631286482,135.953897022863,4.39619018785176e-12,6.72459466423827e-11
"WSCD2",-2.56222399554499,-0.0525891635520947,135.716986814381,4.68115803438517e-12,7.11127135849506e-11
"FAM157C",1.13168371779909,1.6310812319466,134.824076426048,4.79315602080564e-12,7.26810553960552e-11
"WNT7B",-2.76152027499413,-0.726554063589323,134.419312326421,5.31839120509946e-12,7.97011365841486e-11
"NRG1",1.02740426633059,2.62609327368115,133.344175949285,5.43258835187075e-12,8.12855795719897e-11
"TWIST1",-3.49220475366667,-0.86941287685458,128.885570850643,5.51748454154454e-12,8.23689845384111e-11
"CLDN10",1.15791586752219,1.54901483862253,132.981242265401,5.60590096172354e-12,8.34236284978348e-11
"CTNNA3",-1.05074054022762,2.32337605929654,132.301697947197,5.93935896014767e-12,8.76386425503111e-11
"VSTM2B",-2.32702302419524,-0.476738332048327,132.619489298055,6.21321031841758e-12,9.12586063371556e-11
"ITGA8",-1.99688081549298,0.637675406636606,131.247306678231,6.53910640235643e-12,9.54610080654269e-11
"DAAM2",-1.10986152576634,1.73023156258312,130.400478096125,7.00095082281477e-12,1.01816100716345e-10
"FAM110C",-1.27501273935014,1.40773429926813,129.744548256986,7.41435624597853e-12,1.07340419950264e-10
"KIAA1755",-3.22710681539602,-0.763812967707311,128.318164549692,7.62755869912072e-12,1.09822755052745e-10
"CCDC3",-1.56959353609868,0.67649639143117,129.134565312618,7.83907161126399e-12,1.127159871692e-10
"MEOX2",-1.93869342707088,0.697527224822656,129.143436763236,7.84437979153258e-12,1.127159871692e-10
"PAMR1",-1.54057830221662,0.829834687858346,128.931645806429,7.97343710674564e-12,1.14399157053958e-10
"FIBIN",-3.94473458849916,-1.91691882632962,100.964375690887,8.20667611812608e-12,1.17394606139841e-10
"LINC00877",1.24341597087865,1.70149913272938,128.250857864979,8.44954196119283e-12,1.2068888171802e-10
"LHX5-AS1",-3.96841895232793,-1.28264426753482,110.22101954305,9.42359409341855e-12,1.33410572132268e-10
"COL13A1",-2.40430813937786,-0.529934117210378,127.573097674082,9.71002394379956e-12,1.3696056550266e-10
"RPRML",-4.41404187050379,-2.0335068986828,96.7617857822588,9.73408516912039e-12,1.37199143165642e-10
"MIR181A1HG",-1.09149026216181,2.09509728194355,126.259820763517,1.00783182890454e-11,1.4122151547066e-10
"NALF1",-1.22215664262104,1.66096997744792,125.637536204052,1.06575401552583e-11,1.48686626715474e-10
"DISP3",1.16288243452427,1.56814494878157,125.552863029213,1.07392064088564e-11,1.49608523534699e-10
"POMZP3",1.08192277642218,1.75692112360963,124.565711812304,1.17348147191969e-11,1.61950566617126e-10
"WHAMMP4",1.37021809546755,0.974698822440418,123.008759283485,1.35288820528347e-11,1.83933391478943e-10
"DYNC1I1",-1.07855464220009,1.49560350561035,122.838207883442,1.37285616559851e-11,1.8638415707917e-10
"FAM157B",1.25407632830648,1.46454723486252,120.652534253551,1.67864374428293e-11,2.24407548460998e-10
"TMEM233",-1.30099426320954,1.47873771813261,120.640637982293,1.68049876890437e-11,2.24499198793717e-10
"TGFA",-4.31620659468848,-1.37836020534356,98.2428288090196,1.69585772043312e-11,2.26393467727083e-10
"LINC01956",-1.60914758755717,0.676028598100884,120.50676520463,1.70566264121579e-11,2.27544167640164e-10
"FOLR1",-1.99053415152605,0.298928918759137,120.171372620651,1.77074546772538e-11,2.35245679888748e-10
"NCKAP1L",-3.29025589582004,-1.56285862936256,109.818149833702,1.77367640795067e-11,2.35472102375027e-10
"FLT1",-3.14147473261522,-1.08325059751426,116.531030162159,1.9139166551806e-11,2.52457217401587e-10
"FOXO1",-1.04138729659375,2.26783652520927,118.800698967774,1.99404770934537e-11,2.61652316311026e-10
"POPDC2",2.09618765450634,-0.0116212542617634,118.761990404642,2.04409764445955e-11,2.67488360468234e-10
"SAMD5",-1.07585533440996,1.6913163135898,118.296378629961,2.09139639635409e-11,2.72933627605775e-10
"KCNJ16",-4.70319366929668,-2.03506842238826,93.2613740832996,2.13837843748293e-11,2.78308141453287e-10
"OPCML",-1.57536683081169,1.16632528779827,117.3047655996,2.29871314801479e-11,2.97361161067654e-10
"EFCC1",-3.73582835321131,-1.7640000995682,97.5749097486619,2.42457952686618e-11,3.11752533002345e-10
"IL31RA",1.30909231716599,1.17726573141122,116.292251722369,2.5303966599317e-11,3.23840164538059e-10
"HRH2",-1.53595330798514,1.04677060708079,116.266069987175,2.53800335301707e-11,3.24597270938499e-10
"NPIPA3",1.28915460711366,1.99988825063887,116.032922662452,2.59241193069584e-11,3.30894493574255e-10
"IL1R1",-1.4865594161268,0.608055680865602,115.647694344315,2.6968519031162e-11,3.43312108648022e-10
"HHEX",-5.62962895786211,-2.15646115791127,112.562284929222,2.96582190135951e-11,3.75807808847515e-10
"TKTL1",-1.82356110654287,0.590892005511562,114.253384335444,3.08903567860846e-11,3.90133012646359e-10
"IRX2",-1.00672507799565,1.74887778173688,113.357111160042,3.35690479619347e-11,4.23128702380342e-10
"GPR37",-1.36776136890588,1.02636309769296,111.578258781253,4.00050044129933e-11,4.97071889783969e-10
"TBX19",1.63277090552028,0.532916016340692,111.210749799175,4.15974162894805e-11,5.15523305686996e-10
"C3orf62",1.19166545795666,1.3806935010364,110.802786097936,4.31740233651602e-11,5.34028174317643e-10
"RRN3P1",1.03226782129586,2.35680227371672,110.533560764231,4.43234338136776e-11,5.47187754933227e-10
"CAMK2N1",-1.34277747480539,1.12520329827868,109.845160504674,4.75150578540493e-11,5.84709336938579e-10
"ARHGAP24",-1.34065251365842,1.1118899811669,109.766666509292,4.78905681832573e-11,5.88199128223923e-10
"MAGEB17-AS1",1.05101972676427,1.56488701582479,109.081491693631,5.12702897949313e-11,6.24911589329077e-10
"GRIN2A",1.29031805483989,1.55136762555047,109.072934297649,5.13187846916676e-11,6.25105780282959e-10
"BNC1",-1.6427017325581,0.628375146935494,108.212952295955,5.61192293937331e-11,6.78413631405223e-10
"NR5A2",-2.39484295408709,0.127372550166185,108.314608223417,5.67124785288752e-11,6.83004673976673e-10
"DACT2",-1.03396256805711,1.74042632941569,107.864159447564,5.79758725147927e-11,6.96908468795539e-10
"ESM1",-5.05919420119684,-1.81133160590796,87.3433646370027,5.91406049991828e-11,7.08690508220545e-10
"RFX4",-1.44889852486918,0.794863644983321,107.4622231547,6.04903131101585e-11,7.23960436892589e-10
"ZNF665",1.12724933830198,1.77760608057509,107.370433301167,6.09614356378835e-11,7.28318962443137e-10
"NMNAT2",-1.78372065248874,0.692915388319809,107.316418828981,6.14842743321148e-11,7.34025879573139e-10
"SHISA3",-1.01936213273149,1.92580144436053,107.045804616061,6.30084858654506e-11,7.5175506722129e-10
"GUCY2F",2.97432494128782,-1.2815842270024,104.053725704767,6.40419093579924e-11,7.63136271846915e-10
"LIM2",-5.38739421942831,-1.87615332659777,93.339356284842,6.42531762973527e-11,7.65178799863697e-10
"OPTC",-2.22376495402606,-0.136258089357178,107.087532678951,6.46578890124538e-11,7.69521075866135e-10
"CFHR1",-3.70134583598217,-1.70749944580489,90.4969149299255,7.12175582129201e-11,8.42887463016909e-10
"DMKN",-1.41189077551052,0.480673075320928,105.205442095743,7.63564113822102e-11,8.98170361093314e-10
"TRPM3",-1.03462161389031,1.55937787983105,104.89972415089,7.86026700131628e-11,9.21206017242177e-10
"DMBX1",2.05816083098745,0.089036137463818,104.315771384454,8.47274365855252e-11,9.86572959384886e-10
"TMEM163",-1.48353950581545,0.395686788618201,104.209143045377,8.47454711687075e-11,9.86572959384886e-10
"LINC01418",1.15680914204948,0.994345149741851,102.097376317566,1.05535263129203e-10,1.20377923130797e-09
"NRN1",-2.03940231015194,-0.251772891091315,101.840980645263,1.11360770181015e-10,1.26796720353793e-09
"CDH20",-1.54315559005072,0.465942141172575,101.485989514189,1.12910986026479e-10,1.28333463513932e-09
"EPCIP",1.24484426135409,1.58230807496774,100.8075500986,1.21031022296363e-10,1.37318707743693e-09
"MAB21L2",-3.49861941351024,-1.14054032023125,94.3998513281611,1.38406051544859e-10,1.55652078002733e-09
"CILP2",-1.21290016277389,1.50213125672378,99.2744690524485,1.42788586329968e-10,1.60298976127275e-09
"NCAL1",1.28754675465236,1.19517345786388,99.0632731484669,1.46143243923485e-10,1.63301039208332e-09
"TNFSF18",-5.85294625799661,-1.94787788642824,97.3459499907803,1.46587961482563e-10,1.63702681592831e-09
"KCNMB1",-1.32867785326766,1.10387133597192,98.4446350785386,1.56352501140691e-10,1.73697856735987e-09
"EYA4",1.14260932341181,1.94697767474414,98.4228121130933,1.56627040876931e-10,1.739022153681e-09
"ASCL2",-1.85763623396177,-0.169710135314273,98.3476988144316,1.60551261093537e-10,1.77950494180867e-09
"LINC02018",1.08112965023715,1.57218501302371,97.0532989898472,1.82074081698995e-10,1.99047616536196e-09
"SPON2",-1.86444273187657,0.218062011196312,97.022601150235,1.84029092018128e-10,2.01070374471941e-09
"EHD2",-1.83373580996231,-0.190725310172673,96.9626053202823,1.86949670019749e-10,2.0368177158735e-09
"NR4A3",-2.25682870778004,-0.0928900411240518,96.8868948898843,1.9047358227147e-10,2.07168348944216e-09
"SLC24A2",-2.71645547378053,-0.65125008371482,96.5492534664966,2.05562064638638e-10,2.22570499428536e-09
"SLCO1A2",1.8813943692452,-0.116569778708876,95.9654884232135,2.08636938991185e-10,2.25137904317807e-09
"TGM2",-1.9617773373061,-0.275043996914128,95.9480395871972,2.10812926801742e-10,2.27230530927178e-09
"NOX3",-1.45578261663435,0.546271656231313,95.1580848155527,2.25351722026452e-10,2.41007075640212e-09
"NPIPA2",1.26652043978116,2.02118601437069,94.9779567431274,2.29394895333901e-10,2.44785647900216e-09
"SH2D3C",-1.59007847052441,0.801953141420814,94.7287054776836,2.36322793507294e-10,2.51643591059967e-09
"NR2F1-AS1",-1.6889686386833,0.0518291952721416,94.4403221493746,2.45637252449223e-10,2.60524769904295e-09
"UBE2QL1",-1.27760156226128,1.01713563442593,93.8030956845359,2.62110097796189e-10,2.76772692375877e-09
"DOC2B",-1.61163401996087,-0.0401069890074125,93.7672401059455,2.65234256376323e-10,2.79610215247461e-09
"PHF24",-2.9216326751057,-1.13015312507435,91.7995682129219,2.91274314301433e-10,3.05718590029776e-09
"GLYATL2",1.51831855494298,0.417363233506683,92.790868417356,2.94926130380068e-10,3.08875991538797e-09
"NKD1",-1.14236992831859,1.49527115059131,91.8046378891415,3.29268829981584e-10,3.41859044302676e-09
"SYT2",-2.00157217888625,-0.123870094050139,91.9302981697895,3.30283596548792e-10,3.4272725421336e-09
"STING1",-2.97510926517722,-1.39808992083903,88.807246473189,3.31986088508259e-10,3.44121865069819e-09
"HIC1",-2.08335132264006,-0.706489310865758,92.004768876986,3.40568382709903e-10,3.5225707127597e-09
"SSTR2",-1.4869552643543,0.796604009072225,91.1843379799878,3.5423879496619e-10,3.65216012189363e-09
"LINGO2",-1.37163258632124,1.10012885082545,89.8458379586205,4.13736670178204e-10,4.22024593911317e-09
"LINC02126",-2.64724769246483,-0.722813068289695,90.1619287673407,4.23722976602279e-10,4.31752122178023e-09
"ZP3",1.443845520835,0.197097608762159,89.5004206624907,4.3248404864614e-10,4.38584061376648e-09
"OTX2-AS1",1.44822801710608,0.733880781831908,89.136168294287,4.50223979220885e-10,4.55131633970686e-09
"SLC5A12",1.45612442150671,0.901877338064747,88.7019345905974,4.73715082990753e-10,4.77621242025918e-09
"ITPR3",-1.5652999487159,0.859287088487762,88.3721085206259,4.92766939357422e-10,4.94751408726174e-09
"VAX2",1.81095097531691,-0.476137501402247,88.5261867138534,4.9673658193913e-10,4.98215891509169e-09
"NECAB2",-1.09945999998592,1.50703211006205,87.3972146946594,5.5287524882464e-10,5.50495132348891e-09
"SNHG21",1.08670946081027,1.23605179631895,86.791490769445,5.94715965994796e-10,5.87886838269933e-09
"HSBP1L1",1.22368935606028,0.783968673327542,86.58345029381,6.10330394201711e-10,6.02369937544123e-09
"WHAMMP3",1.31731344595196,0.969675282597197,86.4745831687475,6.18206951517508e-10,6.09225813566818e-09
"LINC02887",1.25535759140858,0.851702058827408,85.985013209037,6.56097238293648e-10,6.43263466982797e-09
"SP7",-3.66656862159839,-1.51980939841087,77.0995738315367,6.61064531931545e-10,6.47472235688258e-09
"NBL1",-1.08973996438886,1.80385342332195,84.6057878254259,7.75745791564541e-10,7.50226295247581e-09
"DSC3",1.0471287230867,1.75704719243598,83.807629618724,8.56009813387306e-10,8.22463482862669e-09
"INSYN2B",-1.25098429383463,0.699112281140544,82.4455799182896,1.01554460747921e-09,9.65597316977633e-09
"GRID2",-1.72608383676367,-0.0222247055218365,82.389820354811,1.03023561552221e-09,9.78112418950542e-09
"KCNA1",-1.33654523791414,1.0165708863384,82.2989581593454,1.03380422830439e-09,9.8053062108495e-09
"SLA",-2.42506731474624,-0.99689237233505,82.2818773142217,1.0881734551378e-09,1.02702388487121e-08
"LINC00648",1.24862741914897,1.16573784059161,81.7202496825303,1.11163083378824e-09,1.04761792421369e-08
"ARC",1.00136014080198,1.59834263840155,80.9785692104507,1.22069091711676e-09,1.14254527234961e-08
"PPP1R16B",-1.58236761060217,0.226643960690155,80.7005584797596,1.27011203637856e-09,1.1841836212899e-08
"RARB",-1.02394144144246,1.48325225452991,80.1048392406885,1.36472830496835e-09,1.26808757359523e-08
"CNPY1",-6.27441800494183,-2.35610063305466,88.8392685909729,1.37251711552617e-09,1.27347564363247e-08
"TNFRSF10A",1.07001428989371,1.61582907172001,79.70697964211,1.43618951935213e-09,1.32806022172461e-08
"TAS2R14",1.03846540451992,1.41281110589716,79.5279153937444,1.46980342681183e-09,1.35652963387051e-08
"ZNF578",1.94396540850982,-0.734032272686804,79.0664445965141,1.63276604766539e-09,1.49685815745141e-08
"CD302",-1.27387819426349,0.410230817563675,78.3594382652232,1.71343545485125e-09,1.56409036741699e-08
"GABRA2",1.38732497216959,0.602306948526675,77.9985026376504,1.79536089488638e-09,1.63111893512229e-08
"ABCC9",-1.40416504287236,1.07566434953157,77.4469614509276,1.9277835711555e-09,1.74042934286628e-08
